Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory,EmploymentStatus,IsBorrowerHomeowner,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,MonthlyLoanPayment,Investors
12,Completed,0.0693,10,Business,Employed,True,"$100,000+",10833.333333,5000,430.31,85
36,Irrecoverable,0.25781,6,Medical/Dental,Other,False,"$25,000-49,999",2500.0,2500,95.46,18
60,Completed,0.27462,7,Other,Employed,False,"$100,000+",10500.0,9500,278.23,39
36,Completed,0.07439,10,Other,Full-time,False,"$50,000-74,999",4250.0,1500,46.38,54
36,Completed,0.35797,4,Home Improvement,Full-time,True,"$100,000+",11666.666667,4000,173.71,28
36,Irrecoverable,0.35797,1,Other,Self-employed,True,"$75,000-99,999",7416.666667,4000,173.71,36
36,Irrecoverable,0.09333,10,Debt Consolidation,Employed,True,"$100,000+",9833.333333,20000,635.9,272
60,Completed,0.26877,2,Debt Consolidation,Employed,True,"$50,000-74,999",4250.0,10000,289.54,1
36,Irrecoverable,0.19108,8,Debt Consolidation,Employed,True,"$100,000+",15000.0,12000,423.13,186
36,Completed,0.25259,7,Debt Consolidation,Employed,False,"$100,000+",11250.0,15000,568.83,257
36,Irrecoverable,0.26444,8,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",2916.666667,4000,157.25,168
36,Completed,0.35643,3,Other,Employed,True,"$100,000+",14583.333333,3367,146.61,53
36,Irrecoverable,0.33588,5,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4533.333333,2000,84.88,112
36,Completed,0.2325,8,Debt Consolidation,Full-time,False,"$75,000-99,999",6658.333333,10000,376.75,537
12,Irrecoverable,0.25785,5,Auto & Other Vehicles,Employed,False,"$50,000-74,999",4166.666667,9500,870.73,162
60,Completed,0.35838,6,Debt Consolidation,Employed,False,"$1-24,999",1833.333333,4000,136.98,71
12,Completed,0.18192,9,Household Expenses,Employed,True,"$100,000+",22500.0,10000,890.64,80
36,Completed,0.202,8,Auto & Other Vehicles,Other,True,"$25,000-49,999",4125.0,7500,271.11,132
36,Completed,0.13109,8,Debt Consolidation,Full-time,False,"$25,000-49,999",2700.0,7000,229.14,131
36,Irrecoverable,0.27467,4,Debt Consolidation,Employed,True,"$25,000-49,999",2500.0,7000,274.59,91
36,Completed,0.28777,7,Other,Full-time,False,"$25,000-49,999",2708.333333,6000,243.18,261
36,Completed,0.33097,7,Business,Employed,True,"$100,000+",10416.666667,7500,316.34,137
36,Irrecoverable,0.38723,2,Debt Consolidation,Full-time,True,"$50,000-74,999",5333.333333,3800,171.9,29
60,Irrecoverable,0.35838,3,Debt Consolidation,Not employed,False,$0,0.0,4000,136.98,25
36,Irrecoverable,0.33973,3,Debt Consolidation,Employed,False,"$100,000+",10750.0,3500,148.56,19
60,Completed,0.22262,5,Other,Employed,True,"$100,000+",8333.333333,25000,659.85,411
36,Completed,0.24983,2,Debt Consolidation,Employed,False,"$100,000+",10000.0,5000,188.91,38
60,Completed,0.14965,5,Debt Consolidation,Employed,True,"$50,000-74,999",4916.666667,12000,271.14,89
36,Irrecoverable,0.16056,8,Debt Consolidation,Employed,True,"$25,000-49,999",2416.666667,2500,85.32,49
36,Completed,0.37178,9,Home Improvement,Employed,True,"$75,000-99,999",7208.333333,5500,244.12,92
36,Completed,0.22362,6,Debt Consolidation,Employed,True,"$75,000-99,999",6250.0,9500,348.18,38
36,Completed,0.12427,8,Debt Consolidation,Employed,True,"$100,000+",10583.333333,6200,199.01,89
36,Completed,0.37453,5,Other,Full-time,False,"$1-24,999",1500.0,3000,135.71,80
12,Completed,0.23422,7,Debt Consolidation,Employed,True,"$25,000-49,999",2666.666667,2000,181.11,45
36,Completed,0.34621,3,Debt Consolidation,Employed,False,"$75,000-99,999",7083.333333,7500,322.47,79
36,Completed,0.30481,6,Other,Employed,True,"$100,000+",9416.666667,2000,81.59,88
36,Completed,0.35643,5,Debt Consolidation,Employed,True,"$50,000-74,999",4166.666667,2500,108.87,45
36,Irrecoverable,0.33973,1,Debt Consolidation,Self-employed,True,"$100,000+",12083.333333,4000,169.78,47
36,Irrecoverable,0.25781,2,Home Improvement,Self-employed,False,"$100,000+",8333.333333,4000,152.74,56
12,Completed,0.24148,6,Home Improvement,Employed,True,"$50,000-74,999",5666.666667,2000,179.89,32
12,Completed,0.20857,8,Other,Employed,False,"$50,000-74,999",4750.0,2000,180.51,17
60,Completed,0.18136,6,Debt Consolidation,Employed,True,"$50,000-74,999",5750.0,15000,363.1,1
36,Completed,0.28726,7,Debt Consolidation,Full-time,False,"$1-24,999",1250.0,4000,162.02,208
60,Completed,0.26528,5,Debt Consolidation,Employed,False,"$75,000-99,999",8166.666667,20000,575.13,287
36,Irrecoverable,0.38723,1,Debt Consolidation,Full-time,True,"$50,000-74,999",5600.0,7500,339.27,27
36,Completed,0.33553,6,Other,Other,False,"$1-24,999",1916.666667,3000,126.67,11
36,Completed,0.35643,3,Home Improvement,Employed,False,"$75,000-99,999",7083.333333,4000,174.2,46
36,Irrecoverable,0.35797,1,Other,Self-employed,True,"$50,000-74,999",5833.333333,4000,173.71,60
12,Completed,0.15077,9,Other,Full-time,False,"$25,000-49,999",3333.333333,4000,350.34,74
36,Completed,0.2878,3,Home Improvement,Employed,True,"$75,000-99,999",6333.333333,3000,119.15,37
36,Irrecoverable,0.35797,4,Home Improvement,Self-employed,False,"$25,000-49,999",2083.333333,3440,149.39,26
60,Completed,0.1263,8,Debt Consolidation,Full-time,True,"$25,000-49,999",3800.75,11000,240.76,201
36,Completed,0.38486,5,Other,Employed,False,"$1-24,999",1691.666667,1500,67.3,47
36,Completed,0.16056,9,Debt Consolidation,Employed,False,"$25,000-49,999",3958.333333,7000,238.9,139
36,Completed,0.35285,5,Auto & Other Vehicles,Employed,False,"$25,000-49,999",2083.333333,4000,172.6,2
36,Completed,0.32454,1,Auto & Other Vehicles,Full-time,True,"$50,000-74,999",5000.0,1600,66.81,80
60,Irrecoverable,0.35838,8,Household Expenses,Employed,False,"$100,000+",15416.666667,4000,136.98,35
36,Completed,0.09643,9,Debt Consolidation,Full-time,True,"$75,000-99,999",6250.0,14500,463.12,442
60,Completed,0.20436,8,Debt Consolidation,Employed,False,"$50,000-74,999",4750.0,15000,389.03,364
36,Completed,0.25259,7,Debt Consolidation,Employed,False,"$25,000-49,999",3175.0,11000,417.14,91
36,Completed,0.202,8,Other,Employed,True,"$100,000+",13750.0,7200,260.26,116
60,Completed,0.09826,10,Other,Employed,True,"$100,000+",12958.333333,25000,526.39,564
36,Completed,0.35858,6,Debt Consolidation,Employed,True,"$75,000-99,999",7035.0,7500,327.49,145
36,Completed,0.22338,9,Other,Full-time,False,"$25,000-49,999",2883.333333,3000,111.64,88
36,Completed,0.08591,10,Debt Consolidation,Employed,True,"$25,000-49,999",2666.666667,10000,314.52,273
36,Completed,0.0814,10,Debt Consolidation,Employed,False,"$50,000-74,999",4237.5,1500,46.87,75
60,Completed,0.31375,5,Home Improvement,Employed,True,"$50,000-74,999",4333.333333,4000,126.24,10
36,Completed,0.24758,7,Business,Employed,False,"$25,000-49,999",2333.333333,11009,396.57,157
60,Irrecoverable,0.35838,8,Medical/Dental,Employed,False,"$25,000-49,999",3333.333333,3500,119.86,16
36,Irrecoverable,0.35797,5,Medical/Dental,Employed,False,"$1-24,999",2000.0,2000,86.85,14
36,Completed,0.33553,6,Debt Consolidation,Employed,True,"$25,000-49,999",2916.666667,4000,168.89,55
36,Irrecoverable,0.17069,9,Other,Employed,False,"$25,000-49,999",3500.0,5250,181.74,113
36,Completed,0.13736,10,Debt Consolidation,Full-time,False,"$25,000-49,999",2166.666667,1400,45.97,47
36,Irrecoverable,0.28851,6,Debt Consolidation,Employed,False,"$50,000-74,999",5333.333333,5000,198.77,71
12,Completed,0.28525,2,Other,Employed,True,"$25,000-49,999",4000.0,2000,185.88,43
36,Completed,0.12528,9,Other,Employed,False,"$25,000-49,999",3900.0,3637,116.91,41
36,Completed,0.22362,6,Business,Self-employed,False,"$75,000-99,999",6250.0,10000,366.51,40
36,Completed,0.35797,4,Debt Consolidation,Employed,True,"$75,000-99,999",7500.0,2000,86.85,5
36,Irrecoverable,0.35797,5,Other,Employed,False,"$25,000-49,999",3750.0,4000,173.71,1
36,Completed,0.11798,7,Debt Consolidation,Full-time,True,"$100,000+",9583.333333,25000,823.81,1035
36,Completed,0.08341,10,Debt Consolidation,Employed,True,"$100,000+",16666.666667,25000,783.41,612
60,Completed,0.27554,7,Debt Consolidation,Employed,True,"$75,000-99,999",6702.916667,12000,352.08,46
36,Completed,0.35643,5,Other,Other,False,"$25,000-49,999",2750.0,4000,174.2,7
36,Completed,0.35797,4,Debt Consolidation,Employed,False,"$50,000-74,999",5583.333333,4000,173.71,91
36,Completed,0.124,9,Debt Consolidation,Full-time,True,"$75,000-99,999",7500.0,6500,210.62,119
36,Completed,0.30532,8,Debt Consolidation,Full-time,False,"$75,000-99,999",7083.333333,3500,142.87,70
60,Completed,0.23318,8,Home Improvement,Employed,False,"$50,000-74,999",4250.0,5000,134.85,60
36,Irrecoverable,0.27864,4,Debt Consolidation,Full-time,True,"$50,000-74,999",5416.666667,16000,640.82,564
36,Irrecoverable,0.35797,4,Debt Consolidation,Employed,False,"$25,000-49,999",2816.666667,2000,86.85,13
36,Completed,0.18986,6,Debt Consolidation,Employed,False,"$50,000-74,999",4544.75,6700,235.85,106
60,Completed,0.28848,6,Household Expenses,Not employed,False,$0,0.0,3000,90.25,22
36,Completed,0.24246,6,Business,Self-employed,False,"$1-24,999",1666.666667,3000,112.24,66
36,Completed,0.08577,10,Medical/Dental,Employed,True,"$75,000-99,999",6666.666667,5000,154.93,104
36,Completed,0.38569,2,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,2800,126.42,47
36,Completed,0.07439,10,Debt Consolidation,Full-time,True,"$25,000-49,999",3958.333333,3000,0.0,129
36,Irrecoverable,0.2951,6,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4166.666667,4000,161.14,47
36,Completed,0.29107,7,Household Expenses,Employed,True,"$100,000+",18750.0,9000,358.98,20
36,Completed,0.33973,2,Other,Employed,False,"$50,000-74,999",4166.666667,4000,169.78,27
36,Completed,0.16147,8,Business,Employed,False,"$25,000-49,999",3500.0,4000,136.69,78
36,Completed,0.11296,9,Debt Consolidation,Full-time,False,"$50,000-74,999",5708.333333,3570,113.86,135
36,Completed,0.33973,2,Medical/Dental,Employed,False,"$25,000-49,999",3333.333333,4000,169.78,43
60,Completed,0.29371,4,Debt Consolidation,Full-time,False,"$25,000-49,999",3750.0,10000,305.29,90
36,Completed,0.30532,6,Business,Employed,False,"$25,000-49,999",3366.666667,10000,408.2,46
36,Completed,0.28649,4,Other,Full-time,False,"$25,000-49,999",2594.583333,1600,63.62,85
36,Completed,0.38723,4,Other,Employed,False,"$25,000-49,999",3833.333333,4500,203.56,11
36,Completed,0.26681,5,Debt Consolidation,Self-employed,False,$0,0.0,14000,540.99,28
36,Completed,0.0783,10,Debt Consolidation,Employed,False,"$75,000-99,999",7833.333333,8000,248.81,149
36,Completed,0.17469,10,Debt Consolidation,Full-time,True,"$25,000-49,999",3166.666667,1050,35.89,87
36,Irrecoverable,0.33553,6,Medical/Dental,Employed,True,"$75,000-99,999",8000.0,4000,168.89,39
36,Completed,0.08325,10,Home Improvement,Employed,False,"$50,000-74,999",4333.333333,3500,108.05,79
60,Completed,0.28704,6,Auto & Other Vehicles,Employed,False,"$50,000-74,999",4631.25,10000,300.0,23
36,Completed,0.37453,6,Debt Consolidation,Full-time,False,"$25,000-49,999",4000.0,2750,124.4,42
36,Completed,0.2837,5,Debt Consolidation,Employed,True,"$100,000+",12083.333333,15000,592.6,33
36,Irrecoverable,0.17359,8,Debt Consolidation,Employed,False,"$25,000-49,999",3500.0,5000,172.08,7
60,Irrecoverable,0.35838,3,Debt Consolidation,Employed,True,"$50,000-74,999",5750.0,4000,136.98,70
36,Completed,0.19859,7,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,6500,229.16,1
36,Completed,0.10436,9,Debt Consolidation,Full-time,True,"$25,000-49,999",2083.333333,2475,77.96,96
60,Irrecoverable,0.17849,8,Home Improvement,Employed,False,"$25,000-49,999",2916.666667,5000,120.29,74
36,Completed,0.24807,7,Other,Full-time,False,"$25,000-49,999",2250.0,1000,37.68,47
36,Completed,0.08191,10,Other,Full-time,True,"$50,000-74,999",5250.0,5000,156.34,189
36,Completed,0.12511,9,Other,Full-time,False,"$50,000-74,999",4500.0,5000,162.28,211
36,Completed,0.18855,6,Debt Consolidation,Full-time,True,"$50,000-74,999",5641.666667,1000,34.75,2
36,Completed,0.39275,3,Home Improvement,Full-time,True,"$100,000+",8375.0,1000,0.0,30
60,Irrecoverable,0.14341,9,Debt Consolidation,Employed,True,"$50,000-74,999",5500.0,25000,557.12,162
36,Irrecoverable,0.35244,2,Debt Consolidation,Employed,False,"$25,000-49,999",3750.0,5000,216.66,59
36,Irrecoverable,0.35797,5,Debt Consolidation,Other,False,"$1-24,999",1522.0,4000,173.71,61
60,Completed,0.13942,9,Home Improvement,Employed,True,"$75,000-99,999",6674.333333,12750,281.62,1
36,Completed,0.08331,10,Debt Consolidation,Full-time,True,"$100,000+",8333.333333,6000,187.99,110
60,Completed,0.20081,7,Debt Consolidation,Employed,False,"$100,000+",11666.666667,5000,126.13,1
36,Irrecoverable,0.12528,10,Other,Employed,False,"$100,000+",10833.333333,2000,64.29,35
60,Completed,0.21115,7,Debt Consolidation,Employed,False,"$50,000-74,999",5333.333333,15000,386.64,1
36,Completed,0.25781,3,Home Improvement,Employed,True,"$100,000+",10000.0,10000,381.85,10
36,Completed,0.202,8,Debt Consolidation,Employed,False,"$75,000-99,999",7083.333333,6000,216.88,83
36,Completed,0.09333,10,Debt Consolidation,Employed,True,"$50,000-74,999",5666.666667,4000,127.18,77
36,Completed,0.26681,3,Debt Consolidation,Employed,True,"$50,000-74,999",5333.333333,10000,386.42,63
36,Irrecoverable,0.24246,7,Other,Other,True,"$1-24,999",1731.666667,3000,112.24,1
60,Irrecoverable,0.23656,8,Business,Employed,True,"$25,000-49,999",3166.666667,5000,135.77,40
36,Completed,0.33738,7,Debt Consolidation,Full-time,True,"$100,000+",10000.0,6625,286.13,41
60,Irrecoverable,0.27462,7,Other,Employed,True,"$25,000-49,999",2500.0,4500,131.79,49
36,Completed,0.18725,3,Debt Consolidation,Employed,True,"$25,000-49,999",3250.0,8500,295.03,1
36,Completed,0.3179,3,Auto & Other Vehicles,Other,False,"$50,000-74,999",4368.0,2000,82.58,1
36,Completed,0.33973,1,Debt Consolidation,Employed,True,"$25,000-49,999",2916.666667,2000,84.89,10
60,Irrecoverable,0.29495,4,Debt Consolidation,Employed,False,"$25,000-49,999",3785.083333,5000,152.29,52
36,Irrecoverable,0.35643,3,Other,Employed,True,"$50,000-74,999",5000.0,4000,174.2,5
36,Irrecoverable,0.11296,9,Other,Full-time,True,"$25,000-49,999",3198.75,2000,63.79,99
36,Completed,0.12339,10,Debt Consolidation,Full-time,True,"$50,000-74,999",5000.0,5000,166.05,106
36,Completed,0.28974,6,Other,Full-time,True,"$75,000-99,999",6666.666667,4000,159.27,1
60,Completed,0.24252,7,Home Improvement,Employed,False,"$100,000+",10000.0,15000,414.2,124
36,Completed,0.22456,5,Debt Consolidation,Employed,True,"$50,000-74,999",4583.333333,5500,200.89,10
36,Completed,0.19546,8,Debt Consolidation,Employed,False,"$75,000-99,999",6291.666667,12000,425.69,57
36,Completed,0.28574,6,Other,Full-time,True,"$50,000-74,999",4988.583333,3400,137.44,186
36,Irrecoverable,0.32538,4,Medical/Dental,Employed,True,"$50,000-74,999",4583.333333,4000,166.73,79
36,Completed,0.33553,6,Debt Consolidation,Employed,False,"$25,000-49,999",2666.666667,4000,168.89,68
36,Completed,0.28974,5,Other,Employed,True,"$25,000-49,999",4000.0,4000,159.27,64
36,Completed,0.16147,8,Debt Consolidation,Employed,True,"$100,000+",8333.333333,11808,403.52,256
36,Completed,0.2924,7,Other,Employed,False,"$25,000-49,999",3500.0,4000,159.82,19
36,Completed,0.2706,3,Household Expenses,Employed,True,"$25,000-49,999",2666.666667,3000,116.5,36
60,Irrecoverable,0.28324,6,Debt Consolidation,Employed,False,"$50,000-74,999",5838.333333,6000,178.69,8
36,Completed,0.17138,9,Other,Full-time,False,"$50,000-74,999",4320.833333,1000,33.94,49
60,Completed,0.27246,7,Debt Consolidation,Employed,False,"$25,000-49,999",3500.0,7500,218.73,161
36,Completed,0.22287,9,Other,Full-time,False,"$50,000-74,999",4583.333333,4976,185.05,150
36,Irrecoverable,0.35797,4,Debt Consolidation,Employed,True,"$25,000-49,999",4050.0,4000,173.71,15
36,Completed,0.22456,5,Other,Full-time,True,"$25,000-49,999",3500.0,2000,73.05,4
36,Completed,0.06828,10,Debt Consolidation,Employed,True,"$75,000-99,999",7083.333333,12000,367.73,125
36,Completed,0.12528,9,Other,Employed,False,"$100,000+",10416.666667,10000,321.45,164
36,Completed,0.33922,5,Business,Self-employed,False,"$50,000-74,999",4583.333333,1500,63.6,85
36,Completed,0.0799,10,Debt Consolidation,Full-time,False,"$50,000-74,999",5833.333333,6500,202.64,227
60,Completed,0.29464,3,Auto & Other Vehicles,Employed,False,"$50,000-74,999",4500.0,13000,395.72,155
36,Irrecoverable,0.29486,6,Business,Employed,True,"$75,000-99,999",6500.0,2000,80.17,19
36,Irrecoverable,0.35643,4,Other,Employed,False,"$1-24,999",1833.333333,3000,130.65,32
60,Irrecoverable,0.2699,2,Other,Employed,False,"$25,000-49,999",3833.333333,7000,203.13,54
36,Completed,0.37453,5,Other,Full-time,False,"$50,000-74,999",4166.666667,5000,226.18,205
36,Irrecoverable,0.24285,8,Debt Consolidation,Full-time,False,"$1-24,999",1750.0,1000,37.41,51
36,Irrecoverable,0.2706,3,Medical/Dental,Employed,False,"$50,000-74,999",5833.333333,4000,155.34,10
36,Completed,0.3593,4,Debt Consolidation,Full-time,True,"$25,000-49,999",4000.0,2500,110.98,53
36,Completed,0.35643,2,Home Improvement,Employed,True,"$50,000-74,999",5215.583333,2000,87.1,9
36,Completed,0.2173,9,Debt Consolidation,Full-time,False,"$25,000-49,999",3166.666667,3000,110.73,116
36,Completed,0.25424,7,Debt Consolidation,Employed,False,"$25,000-49,999",2731.75,9250,353.21,88
12,Completed,0.3104,4,Debt Consolidation,Employed,False,"$25,000-49,999",2608.333333,2500,163.17,37
36,Completed,0.2837,6,Debt Consolidation,Employed,False,"$50,000-74,999",5833.333333,3500,138.27,22
36,Irrecoverable,0.3509,5,Debt Consolidation,Employed,False,"$50,000-74,999",5512.5,7500,322.84,13
60,Irrecoverable,0.2968,3,Other,Employed,True,"$25,000-49,999",3875.0,15000,458.48,73
36,Completed,0.17322,8,Other,Employed,False,"$50,000-74,999",5025.0,10000,347.39,279
36,Irrecoverable,0.41355,4,Auto & Other Vehicles,Employed,False,"$1-24,999",1083.333333,1000,45.24,34
36,Completed,0.20716,8,Other,Full-time,False,"$1-24,999",1750.0,1000,35.65,72
36,Irrecoverable,0.35797,4,Home Improvement,Employed,False,"$25,000-49,999",3833.333333,4000,173.71,9
36,Completed,0.35797,5,Debt Consolidation,Other,True,"$50,000-74,999",5833.333333,4000,173.71,79
36,Completed,0.09844,9,Other,Full-time,True,"$50,000-74,999",5833.333333,5000,160.16,182
36,Irrecoverable,0.20053,6,Debt Consolidation,Employed,True,"$25,000-49,999",2750.0,10000,353.5,88
36,Irrecoverable,0.16147,8,Other,Employed,False,"$1-24,999",1666.666667,7000,239.21,110
36,Completed,0.35643,3,Auto & Other Vehicles,Self-employed,True,"$25,000-49,999",3333.333333,5000,217.74,31
36,Completed,0.34621,3,Debt Consolidation,Employed,True,"$25,000-49,999",2916.666667,4000,171.98,10
36,Completed,0.19546,8,Debt Consolidation,Self-employed,True,"$50,000-74,999",4316.0,8000,283.79,16
36,Irrecoverable,0.08641,9,Debt Consolidation,Self-employed,True,"$25,000-49,999",2500.0,3000,94.42,113
36,Completed,0.35643,5,Business,Employed,False,"$25,000-49,999",2916.666667,7500,326.62,168
36,Completed,0.31053,7,Business,Full-time,False,"$50,000-74,999",4166.666667,7500,308.2,200
12,Completed,0.33084,6,Other,Other,False,"$50,000-74,999",4248.083333,2800,262.22,61
36,Completed,0.12782,8,Business,Employed,True,"$1-24,999",1666.666667,5000,161.31,74
36,Completed,0.37453,5,Other,Full-time,False,"$25,000-49,999",2166.666667,4985,225.5,95
36,Completed,0.29394,5,Debt Consolidation,Employed,True,"$25,000-49,999",3933.333333,9500,380.34,172
36,Completed,0.06377,10,Debt Consolidation,Employed,False,"$75,000-99,999",8055.5,8590,261.48,158
36,Completed,0.27467,2,Debt Consolidation,Full-time,False,"$100,000+",9166.666667,5800,227.52,93
36,Irrecoverable,0.25424,6,Debt Consolidation,Employed,False,"$25,000-49,999",3833.333333,4500,171.83,86
60,Completed,0.09826,10,Business,Employed,True,"$50,000-74,999",5416.666667,25000,526.39,593
36,Completed,0.11651,9,Business,Employed,False,"$25,000-49,999",2250.0,5200,166.69,108
36,Completed,0.37453,4,Business,Part-time,False,"$1-24,999",883.333333,3600,162.85,130
36,Irrecoverable,0.35643,6,Auto & Other Vehicles,Employed,False,"$50,000-74,999",5416.666667,3500,152.42,54
60,Irrecoverable,0.24252,6,Debt Consolidation,Employed,True,"$25,000-49,999",3644.333333,10000,276.13,222
36,Completed,0.30805,6,Debt Consolidation,Full-time,False,"$25,000-49,999",2500.0,2900,120.66,140
36,Completed,0.202,8,Other,Employed,False,"$25,000-49,999",2916.666667,2500,90.37,47
36,Completed,0.35643,5,Home Improvement,Employed,True,"$100,000+",8410.833333,5500,239.52,58
36,Irrecoverable,0.37733,2,Other,Full-time,False,"$50,000-74,999",4377.166667,1500,67.85,20
36,Completed,0.24807,7,Other,Not employed,False,$0,0.0,1000,37.68,20
36,Completed,0.17018,8,Debt Consolidation,Full-time,True,"$75,000-99,999",7407.916667,12500,432.4,472
36,Irrecoverable,0.30285,5,Debt Consolidation,Employed,True,"$25,000-49,999",2166.666667,4000,161.99,83
36,Irrecoverable,0.35797,5,Other,Employed,False,"$50,000-74,999",6000.0,4000,173.71,30
36,Completed,0.35643,2,Debt Consolidation,Employed,False,"$25,000-49,999",2500.0,2400,104.52,38
60,Irrecoverable,0.23477,8,Business,Employed,True,"$50,000-74,999",6166.666667,15000,410.12,283
12,Completed,0.29167,2,Debt Consolidation,Self-employed,False,"$50,000-74,999",4333.333333,4000,372.97,82
36,Completed,0.35797,3,Other,Employed,False,"$1-24,999",100.0,4000,173.71,47
36,Irrecoverable,0.28974,7,Debt Consolidation,Employed,False,"$75,000-99,999",7083.333333,7000,278.73,2
36,Completed,0.29588,7,Business,Full-time,False,"$25,000-49,999",2500.0,7500,307.2,288
36,Completed,0.19446,9,Debt Consolidation,Full-time,True,"$1-24,999",1986.666667,1500,53.48,85
36,Completed,0.202,8,Debt Consolidation,Full-time,False,"$50,000-74,999",4583.333333,3000,108.44,37
36,Irrecoverable,0.28574,7,Other,Full-time,False,"$50,000-74,999",4333.333333,3700,149.57,143
36,Completed,0.12691,11,Auto & Other Vehicles,Employed,False,"$25,000-49,999",3083.333333,10000,322.2,1
36,Completed,0.25259,7,Auto & Other Vehicles,Employed,False,"$25,000-49,999",2861.75,5000,189.61,75
36,Irrecoverable,0.25013,4,Debt Consolidation,Employed,False,"$25,000-49,999",2500.0,4000,151.19,85
60,Completed,0.29998,5,Other,Employed,False,"$75,000-99,999",6250.0,15000,461.26,111
60,Irrecoverable,0.27246,7,Debt Consolidation,Employed,False,"$25,000-49,999",2833.333333,15000,437.46,237
36,Completed,0.35797,2,Household Expenses,Employed,True,"$75,000-99,999",7500.0,2000,86.85,38
36,Completed,0.11265,9,Other,Part-time,False,"$1-24,999",416.666667,1000,31.22,67
36,Completed,0.28339,7,Debt Consolidation,Employed,False,"$75,000-99,999",6250.0,15000,592.36,125
36,Irrecoverable,0.23121,5,Medical/Dental,Employed,False,"$25,000-49,999",3750.0,2000,73.71,36
36,Completed,0.2878,3,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,3000,119.15,61
36,Completed,0.28851,5,Other,Employed,True,"$100,000+",8666.666667,13500,536.69,160
36,Irrecoverable,0.33553,6,Household Expenses,Employed,False,"$25,000-49,999",2333.333333,2000,84.44,34
60,Completed,0.27246,6,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,7500,218.73,135
36,Completed,0.35797,3,Business,Employed,True,"$100,000+",8500.0,4000,173.71,5
36,Irrecoverable,0.33626,8,Debt Consolidation,Full-time,False,"$25,000-49,999",3916.666667,5300,228.58,48
36,Completed,0.35643,5,Home Improvement,Employed,False,"$25,000-49,999",3533.0,3000,130.65,59
36,Completed,0.33973,2,Other,Employed,False,"$25,000-49,999",3500.0,3000,127.34,55
36,Completed,0.28574,8,Debt Consolidation,Self-employed,False,"$50,000-74,999",4333.333333,3000,121.27,112
36,Irrecoverable,0.35643,2,Debt Consolidation,Self-employed,False,"$100,000+",8333.333333,4000,174.2,18
36,Completed,0.30532,7,Debt Consolidation,Employed,False,"$50,000-74,999",5666.666667,4500,183.69,67
36,Completed,0.19529,8,Other,Other,True,"$25,000-49,999",3250.0,1200,40.52,30
36,Completed,0.23784,10,Debt Consolidation,Full-time,False,"$25,000-49,999",3883.083333,1000,0.0,77
36,Irrecoverable,0.20462,6,Debt Consolidation,Other,False,"$25,000-49,999",3083.333333,5000,177.74,1
36,Completed,0.33393,4,Debt Consolidation,Full-time,False,"$25,000-49,999",3750.0,8000,344.01,51
36,Completed,0.35797,5,Debt Consolidation,Employed,False,"$75,000-99,999",6666.666667,2000,86.85,42
36,Irrecoverable,0.25841,9,Debt Consolidation,Full-time,True,"$50,000-74,999",4250.0,1000,38.2,26
36,Irrecoverable,0.22135,9,Home Improvement,Full-time,True,"$100,000+",22320.0,5500,204.12,132
36,Completed,0.202,8,Debt Consolidation,Employed,True,"$25,000-49,999",3416.666667,7000,253.03,5
36,Completed,0.28851,5,Other,Employed,False,"$25,000-49,999",2666.666667,5000,198.77,46
36,Completed,0.35285,2,Debt Consolidation,Employed,True,"$25,000-49,999",4041.666667,4000,172.6,1
36,Completed,0.37453,2,Other,Full-time,False,"$25,000-49,999",4041.666667,5000,226.18,42
36,Completed,0.29486,6,Debt Consolidation,Employed,True,"$25,000-49,999",3083.333333,2000,80.17,31
36,Completed,0.11448,9,Debt Consolidation,Full-time,False,"$100,000+",14583.333333,9900,316.43,398
36,Completed,0.40679,5,Auto & Other Vehicles,Not employed,False,$0,0.0,1000,44.87,26
12,Completed,0.26478,7,Household Expenses,Employed,True,"$25,000-49,999",2500.0,2000,0.0,35
12,Irrecoverable,0.23666,6,Debt Consolidation,Employed,True,"$50,000-74,999",5833.333333,7500,680.02,128
36,Irrecoverable,0.28574,8,Debt Consolidation,Full-time,False,"$25,000-49,999",3166.666667,3700,149.57,134
12,Completed,0.13204,6,Debt Consolidation,Employed,False,"$25,000-49,999",3933.333333,8630,756.59,80
36,Completed,0.11296,9,Debt Consolidation,Full-time,True,"$25,000-49,999",2916.666667,2500,79.73,130
36,Irrecoverable,0.35643,4,Business,Employed,True,"$50,000-74,999",4500.0,7303,318.05,115
36,Completed,0.30532,6,Business,Not employed,False,$0,0.0,4000,163.28,76
36,Completed,0.25259,7,Home Improvement,Employed,True,"$75,000-99,999",6666.666667,4500,170.65,81
60,Completed,0.24702,5,Medical/Dental,Employed,False,"$50,000-74,999",4583.333333,8000,221.86,22
36,Completed,0.33291,6,Debt Consolidation,Full-time,False,"$50,000-74,999",4736.666667,5200,223.32,126
36,Completed,0.17322,8,Debt Consolidation,Employed,False,"$75,000-99,999",6666.666667,8500,0.0,235
